id,index,pmcid,Pattern,NormalPattern,Word,NormalWord,Similarity,NormalSimilarity,Distribution1,Distribution2,Distribution3,Distribution4,Distribution5,BioSentStop,mainfinding,mainfindingat,NormalWordFixed,NormalSimilarityFixed,LogNormalPattern,MaxNormalSimilarityFixed,MaxBioSentStop,MaxSimilarity
PMC3052426:7,7,PMC3052426,0,0,-2.193263103,-1.084747415,1,1,0,0,1,0,0,0.13667287,n,n,0.401008811,0.119842346,0,0.189945625,0.49831864,2
PMC3052426:8,8,PMC3052426,4.15,0.034511435,-6.209687308,-1.23994155,0,0,0,0,1,0,0,0.20193411,n,n,0.332996765,0,0.341610339,0.189945625,0.49831864,2
PMC3052426:9,9,PMC3052426,4.15,0.034511435,-0.954503109,-1.036881882,1,1,0,0,0,0,1,0.2144955,n,n,0.421985331,0.119842346,0.341610339,0.189945625,0.49831864,2
PMC3052426:10,10,PMC3052426,12.35,0.102702703,2.570401736,0.077468407,0,0,0,1,0,0,0,0.2170018,n,n,0.481674243,0,0.540140675,0.189945625,0.49831864,2
PMC3052427:1,1,PMC3052427,65.88,0.547858628,4.551290329,0.13716969,36,2.047672511,1,0,0,0,0,0.8583515,p,p,0.515217584,0.624313114,0.875995707,0.624313114,0.8583515,36
PMC3052427:2,2,PMC3052427,0,0,-3.67721277,-1.142087047,4,1.319507911,0,0,0,1,0,0.46640334,n,n,0.375880376,0.278265311,0,0.624313114,0.8583515,36
PMC3052427:3,3,PMC3052427,0,0,-7.032010768,-1.271716027,0,0,0,0,1,0,0,0.52561706,n,n,0.319071965,0,0,0.624313114,0.8583515,36
PMC3052427:4,4,PMC3052427,0,0,-7.034837546,-1.271825253,10,1.584893192,0,0,1,0,0,0.63383657,n,n,0.319024098,0.414586402,0,0.624313114,0.8583515,36
PMC3052427:5,5,PMC3052427,0,0,-4.618545698,-1.178460035,16,1.741101127,0,0,0,0,1,0.67369837,n,n,0.359940332,0.489851137,0,0.624313114,0.8583515,36
PMC3052427:6,6,PMC3052427,11.29,0.093887734,19.53905805,0.588880592,26,1.918645192,0,1,0,0,0,0.7624173,p,a,0.769012677,0.569836875,0.522897455,0.624313114,0.8583515,36
PMC3056988:1,1,PMC3056988,0,0,2.385746148,0.071903139,9,1.551845574,1,0,0,0,0,0.5550747,n,n,0.478547381,0.398107657,0,0.489851137,0.6177021,16
PMC3056988:2,2,PMC3056988,60.76,0.505280665,3.995537961,0.120420071,16,1.741101127,0,0,0,1,0,0.6177021,p,p,0.505806762,0.489851137,0.859395774,0.489851137,0.6177021,16
PMC3056988:3,3,PMC3056988,0,0,0.288858375,0.008705798,4,1.319507911,0,0,1,0,0,0.35245976,n,n,0.44303977,0.278265311,0,0.489851137,0.6177021,16
PMC3056988:4,4,PMC3056988,0,0,6.096881539,0.183751704,0,0,0,0,0,0,1,0.48616284,n,n,0.541389825,0,0,0.489851137,0.6177021,16
PMC3056988:5,5,PMC3056988,0,0,-2.403433476,-1.092868372,0,0,0,1,0,0,0,0.4740452,n,n,0.397449895,0,0,0.489851137,0.6177021,16
PMC3061208:1,1,PMC3061208,72.81,0.605488565,11.82647666,0.356433896,0,0,1,0,0,0,0,0.3153307,n,n,0.63841182,0,0.896545361,0.398107657,0.47729883,9
PMC3061208:2,2,PMC3061208,3.25,0.027027027,4.543280312,0.136928279,4,1.319507911,0,0,0,1,0,0.34576336,n,n,0.515081947,0.278265311,0.301576251,0.398107657,0.47729883,9
PMC3061208:3,3,PMC3061208,0,0,-1.769437996,-1.068370865,0,0,0,0,1,0,0,0.23201147,n,n,0.408185646,0,0,0.398107657,0.47729883,9
PMC3061208:4,4,PMC3061208,0,0,0,0,4,1.319507911,0,0,1,0,0,0.39545727,n,n,0.438148392,0.278265311,0,0.398107657,0.47729883,9
PMC3061208:5,5,PMC3061208,0,0,-6.729613734,-1.260031443,1,1,0,0,1,0,0,0.26518708,n,n,0.3241926,0.119842346,0,0.398107657,0.47729883,9
PMC3061208:6,6,PMC3061208,46.68,0.388191268,0,0,9,1.551845574,0,0,0,0,1,0.47729883,p,p,0.438148392,0.398107657,0.805466693,0.398107657,0.47729883,9
PMC3061208:7,7,PMC3061208,0,0,-7.072961373,-1.273298353,1,1,0,1,0,0,0,0.4334304,n,n,0.318378529,0.119842346,0,0.398107657,0.47729883,9
PMC3068521:1,1,PMC3068521,0,0,9.739266619,0.293528228,1,1,1,0,0,0,0,0.59579116,n,n,0.603068086,0.119842346,0,0.119842346,0.59579116,1
PMC3068521:2,2,PMC3068521,0,0,-8.995708155,-1.347593051,0,0,0,0,0,1,0,0.13956758,n,n,0.285819731,0,0,0.119842346,0.59579116,1
PMC3068521:3,3,PMC3068521,78.11,0.64956341,9.953699262,0.299990936,0,0,0,0,1,0,0,0.51803875,p,p,0.606699178,0,0.91099871,0.119842346,0.59579116,1
PMC3068521:4,4,PMC3068521,0,0,8.128975042,0.244996234,0,0,0,0,0,0,1,0.48781386,n,n,0.575800243,0,0,0.119842346,0.59579116,1
PMC3068521:5,5,PMC3068521,22.15,0.184199584,-4.756451251,-1.183788688,0,0,0,1,0,0,0,0.36027458,n,n,0.357605111,0,0.654874957,0.119842346,0.59579116,1
PMC3070088:1,1,PMC3070088,106.41,0.884906445,13.72758224,0.413730628,5,1.379729661,1,0,0,0,0,0.45623502,p,p,0.670604157,0.309787971,0.97473845,0.309787971,0.45623502,5
PMC3070088:2,2,PMC3070088,0,0,-8.46403926,-1.32704943,0,0,0,0,0,1,0,0.10583187,n,n,0.294822737,0,0,0.309787971,0.45623502,5
PMC3070088:3,3,PMC3070088,0,0,-1.954627493,-1.075526565,0,0,0,0,1,0,0,0.22270802,n,n,0.405049743,0,0,0.309787971,0.45623502,5
PMC3070088:4,4,PMC3070088,0,0,-6.283261803,-1.242784459,0,0,0,0,1,0,0,0.19251893,n,n,0.331750892,0,0,0.309787971,0.45623502,5
PMC3070088:5,5,PMC3070088,6.19,0.051476091,17.38101241,0.523840036,1,1,0,0,0,0,1,0.37095135,p,a,0.73246945,0.119842346,0.411161105,0.309787971,0.45623502,5
PMC3070088:6,6,PMC3070088,0,0,-2.515058341,-1.097181543,1,1,0,1,0,0,0,0.36773673,n,n,0.395559697,0.119842346,0,0.309787971,0.45623502,5
PMC3075397:1,1,PMC3075397,0,0,1.570789868,0.047341467,6,1.430969081,1,0,0,0,0,0.7802218,n,n,0.464747334,0.336440001,0,0.336440001,0.7802218,6
PMC3075397:2,2,PMC3075397,0,0,-9.837996316,-1.380138961,1,1,0,0,0,1,0,0.5360085,n,n,0.27155686,0.119842346,0,0.336440001,0.7802218,6
PMC3075397:3,3,PMC3075397,7.4,0.061538462,2.316761364,0.069824031,1,1,0,0,1,0,0,0.67220587,p,p,0.477379229,0.119842346,0.443579874,0.336440001,0.7802218,6
PMC3075397:4,4,PMC3075397,0,0,-5.077383275,-1.196189462,1,1,0,0,0,0,1,0.6655847,n,n,0.352170615,0.119842346,0,0.336440001,0.7802218,6
PMC3075397:5,5,PMC3075397,0,0,-4.968289482,-1.191974091,1,1,0,1,0,0,0,0.6661257,n,n,0.354017952,0.119842346,0,0.336440001,0.7802218,6
PMC3083052:1,1,PMC3083052,0,0,0,0,0,0,1,0,0,0,0,0.6311479,n,n,0.438148392,0,0,0.489851137,0.6311479,16
PMC3083052:2,2,PMC3083052,0,0,2.851868323,0.085951426,16,1.741101127,1,0,0,0,0,0.44181654,n,n,0.486440452,0.489851137,0,0.489851137,0.6311479,16
PMC3083052:3,3,PMC3083052,100.08,0.832266112,5.327591568,0.160566352,9,1.551845574,1,0,0,0,0,0.59337515,p,p,0.528363067,0.398107657,0.962078415,0.489851137,0.6311479,16
PMC3083052:4,4,PMC3083052,0,0,10.55312265,0.318056741,1,1,0,0,0,1,0,0.20871346,n,n,0.616849503,0.119842346,0,0.489851137,0.6311479,16
PMC3083052:5,5,PMC3083052,0,0,-7.416309013,-1.286565263,0,0,0,0,0,1,0,0.1854711,n,n,0.312564458,0,0,0.489851137,0.6311479,16
PMC3083052:6,6,PMC3083052,0,0,-0.879533804,-1.033985077,4,1.319507911,0,0,0,1,0,0.5652245,n,n,0.423254822,0.278265311,0,0.489851137,0.6311479,16
PMC3083052:7,7,PMC3083052,0,0,-2.884120172,-1.111442047,0,0,0,0,0,1,0,0.30592182,n,n,0.389310195,0,0,0.489851137,0.6311479,16
PMC3083052:8,8,PMC3083052,0,0,-9.064377682,-1.350246433,0,0,0,0,0,1,0,0.37157142,n,n,0.284656917,0,0,0.489851137,0.6311479,16
PMC3083052:9,9,PMC3083052,0,0,-9.991416309,-1.386067091,0,0,0,0,0,1,0,0.11270656,n,n,0.268958925,0,0,0.489851137,0.6311479,16
PMC3083052:10,10,PMC3083052,0,0,0.149038417,0.004491815,0,0,0,0,0,1,0,0.27183795,n,n,0.440672131,0,0,0.489851137,0.6311479,16
PMC3083052:11,11,PMC3083052,0,0,5.327591568,0.160566352,9,1.551845574,0,1,0,0,0,0.62615377,p,a,0.528363067,0.398107657,0,0.489851137,0.6311479,16
PMC3083052:12,12,PMC3083052,0,0,2.041832011,0.061538035,0,0,0,1,0,0,0,0.14307597,n,n,0.472723717,0,0,0.489851137,0.6311479,16
PMC3083055:1,1,PMC3083055,9.44,0.078503119,2.321557971,0.069968595,1,1,1,0,0,0,0,0.30995375,n,n,0.477460452,0.119842346,0.488894477,0.489851137,0.604657,16
PMC3083055:2,2,PMC3083055,0,0,-8.972818312,-1.34670859,0,0,0,0,0,1,0,0.07464092,n,n,0.286207336,0,0,0.489851137,0.604657,16
PMC3083055:3,3,PMC3083055,0,0,2.385746148,0.071903139,2,1.148698355,0,0,1,0,0,0.604657,n,n,0.478547381,0.189945625,0,0.489851137,0.604657,16
PMC3083055:4,4,PMC3083055,0,0,-2.193263103,-1.084747415,0,0,0,0,1,0,0,0.31034258,n,n,0.401008811,0,0,0.489851137,0.604657,16
PMC3083055:5,5,PMC3083055,0,0,-6.056443994,-1.234020247,0,0,0,0,0,0,1,0.23735872,n,n,0.335591708,0,0,0.489851137,0.604657,16
PMC3083055:6,6,PMC3083055,59.47,0.494553015,23.49252683,0.708032756,16,1.741101127,0,1,0,0,0,0.60411394,p,p,0.835958669,0.489851137,0.854996196,0.489851137,0.604657,16
PMC3090126:1,1,PMC3090126,10.34,0.085987526,6.626809001,0.199722996,3,1.24573094,1,0,0,0,0,0.46555912,p,p,0.550363342,0.239684693,0.506129622,0.239684693,0.6655894,3
PMC3090126:3,3,PMC3090126,0,0,7.127732636,0.214820152,2,1.148698355,0,0,0,0,1,0.6655894,n,n,0.558845723,0.189945625,0,0.239684693,0.6655894,3
PMC3090126:4,4,PMC3090126,0,0,7.127732636,0.214820152,0,0,0,1,0,0,0,0.47848424,n,n,0.558845723,0,0,0.239684693,0.6655894,3
PMC3094649:1,1,PMC3094649,6.19,0.051476091,5.809805629,0.175099627,1,1,1,0,0,0,0,0.5346973,n,n,0.53652863,0.119842346,0.411161105,0.499733596,0.8171765,17
PMC3094649:2,2,PMC3094649,3.25,0.027027027,4.223288746,0.12728417,4,1.319507911,0,0,0,1,0,0.5807383,n,n,0.509663375,0.278265311,0.301576251,0.499733596,0.8171765,17
PMC3094649:3,3,PMC3094649,0,0,2.385746148,0.071903139,1,1,0,0,0,0,1,0.49097762,n,n,0.478547381,0.119842346,0,0.499733596,0.8171765,17
PMC3094649:4,4,PMC3094649,0,0,12.39686717,0.373624689,17,1.762340348,0,1,0,0,0,0.8171765,p,p,0.648070517,0.499733596,0,0.499733596,0.8171765,17
PMC3094658:1,1,PMC3094658,0,0,4.550442094,0.137144126,4,1.319507911,1,0,0,0,0,0.7253275,n,n,0.515203221,0.278265311,0,0.309787971,0.7253275,5
PMC3094658:2,2,PMC3094658,0,0,-6.170753549,-1.238437154,5,1.379729661,0,0,0,1,0,0.36953455,n,n,0.333656049,0.309787971,0,0.309787971,0.7253275,5
PMC3094658:3,3,PMC3094658,0,0,3.219284444,0.097024848,5,1.379729661,0,0,1,0,0,0.35754982,n,n,0.492662087,0.309787971,0,0.309787971,0.7253275,5
PMC3094658:4,4,PMC3094658,48.81,0.405904366,15.82691027,0.477001515,4,1.319507911,1,0,0,0,0,0.54020506,p,p,0.70615309,0.278265311,0.814575711,0.309787971,0.7253275,5
PMC3094658:5,5,PMC3094658,0,0,-5.43887772,-1.210157563,0,0,0,1,0,0,0,0.16339949,n,n,0.346049255,0,0,0.309787971,0.7253275,5
PMC3094668:1,1,PMC3094668,0,0,7.911867252,0.238452901,39,2.080716549,1,0,0,0,0,0.70165104,n,n,0.572123852,0.63779235,0,0.646227972,0.7035522,41
PMC3094668:2,2,PMC3094668,7.12,0.059209979,-12.73329246,-1.492012846,0,0,0,0,0,1,0,0.13909435,n,n,0.222529415,0,0.436513892,0.646227972,0.7035522,41
PMC3094668:3,3,PMC3094668,0,0,-1.542610325,-1.059606272,29,1.961009057,0,0,1,0,0,0.7035522,n,n,0.412026628,0.588053282,0,0.646227972,0.7035522,41
PMC3094668:4,4,PMC3094668,47.41,0.394261954,7.077438288,0.213304349,41,2.101632478,0,0,1,0,0,0.620878,p,p,0.557994065,0.646227972,0.808633605,0.646227972,0.7035522,41
PMC3094668:5,5,PMC3094668,3.25,0.027027027,-3.271902681,-1.126425915,1,1,0,0,0,0,1,0.48200998,n,n,0.382743687,0.119842346,0.301576251,0.646227972,0.7035522,41
PMC3094668:6,6,PMC3094668,0,0,10.54322265,0.317758368,0,0,0,1,0,0,0,0.2998571,n,n,0.616681861,0,0,0.646227972,0.7035522,41
PMC3098983:1,1,PMC3098983,0,0,5.246073027,0.158109494,4,1.319507911,1,0,0,0,0,0.73370016,n,n,0.526982674,0.278265311,0,0.398107657,0.73370016,9
PMC3098983:2,2,PMC3098983,0,0,2.598804957,0.078324441,9,1.551845574,0,0,0,1,0,0.62673146,n,n,0.482155209,0.398107657,0,0.398107657,0.73370016,9
PMC3098983:3,3,PMC3098983,0,0,-0.926784186,-1.035810826,1,1,0,0,1,0,0,0.23638837,n,n,0.422454709,0.119842346,0,0.398107657,0.73370016,9
PMC3098983:4,4,PMC3098983,0,0,5.812216736,0.175172295,5,1.379729661,0,0,1,0,0,0.18893842,n,n,0.536569459,0.309787971,0,0.398107657,0.73370016,9
PMC3098983:5,5,PMC3098983,0,0,-9.201716738,-1.355553197,0,0,0,0,1,0,0,0.20439209,n,n,0.282331289,0,0,0.398107657,0.73370016,9
PMC3098983:6,6,PMC3098983,0,0,2.316761364,0.069824031,0,0,0,0,1,0,0,0.11377607,n,n,0.477379229,0,0,0.398107657,0.73370016,9
PMC3098983:7,7,PMC3098983,0,0,4.255369313,0.128251034,4,1.319507911,0,0,1,0,0,0.6438118,n,n,0.510206611,0.278265311,0,0.398107657,0.73370016,9
PMC3098983:8,8,PMC3098983,0,0,-0.718823997,-1.02777527,1,1,0,0,1,0,0,0.20267788,n,n,0.425976199,0.119842346,0,0.398107657,0.73370016,9
PMC3098983:9,9,PMC3098983,0,0,2.566473633,0.077350019,9,1.551845574,0,0,1,0,0,0.3487858,n,n,0.481607727,0.398107657,0,0.398107657,0.73370016,9
PMC3098983:10,10,PMC3098983,3.25,0.027027027,-10.50643777,-1.405967456,0,0,0,0,1,0,0,0.15263611,n,n,0.260237819,0,0.301576251,0.398107657,0.73370016,9
PMC3098983:11,11,PMC3098983,0,0,-6.729613734,-1.260031443,0,0,0,0,1,0,0,0.17643535,n,n,0.3241926,0,0,0.398107657,0.73370016,9
PMC3098983:12,12,PMC3098983,38.15,0.317255717,5.686543585,0.171384677,9,1.551845574,0,0,1,0,0,0.5960568,p,p,0.534441375,0.398107657,0.764383413,0.398107657,0.73370016,9
PMC3098983:13,13,PMC3098983,0,0,1.995205373,0.060132772,4,1.319507911,0,0,1,0,0,-0.00460511,n,n,0.471934166,0.278265311,0,0.398107657,0.73370016,9
PMC3098983:14,14,PMC3098983,0,0,9.863777042,0.297280803,6,1.430969081,0,0,0,0,1,0.03422657,n,n,0.605176481,0.336440001,0,0.398107657,0.73370016,9
PMC3098983:15,15,PMC3098983,0,0,0,0,1,1,0,1,0,0,0,0.58973205,n,n,0.438148392,0.119842346,0,0.398107657,0.73370016,9
PMC3098999:1,1,PMC3098999,0,0,-2.489790333,-1.096205191,5,1.379729661,1,0,0,0,0,0.6201585,n,n,0.395987573,0.309787971,0,0.672880002,0.831814,48
PMC3098999:2,2,PMC3098999,0,0,-6.107426193,-1.235990193,4,1.319507911,0,0,0,1,0,0.6167466,n,n,0.334728401,0.278265311,0,0.672880002,0.831814,48
PMC3098999:3,3,PMC3098999,7.12,0.059209979,-3.91416309,-1.151242778,36,2.047672511,0,0,1,0,0,0.831814,n,n,0.371867982,0.624313114,0.436513892,0.672880002,0.831814,48
PMC3098999:4,4,PMC3098999,3.25,0.027027027,6.110345614,0.184157493,1,1,0,0,1,0,0,0.3103072,n,n,0.541617819,0.119842346,0.301576251,0.672880002,0.831814,48
PMC3098999:5,5,PMC3098999,0,0,4.349919181,0.131100638,1,1,0,0,1,0,0,0.4945479,n,n,0.511807669,0.119842346,0,0.672880002,0.831814,48
PMC3098999:6,6,PMC3098999,0,0,2.316761364,0.069824031,0,0,0,0,1,0,0,0.29778105,n,n,0.477379229,0,0,0.672880002,0.831814,48
PMC3098999:7,7,PMC3098999,0,0,2.184375,0.065834087,0,0,0,0,1,0,0,0.17362532,n,n,0.475137466,0,0,0.672880002,0.831814,48
PMC3098999:8,8,PMC3098999,0,0,0.192483044,0.005801177,1,1,0,0,1,0,0,0.42500883,n,n,0.4414078,0.119842346,0,0.672880002,0.831814,48
PMC3098999:9,9,PMC3098999,0,0,-16.28366898,-1.629198956,0,0,0,0,1,0,0,0.17735131,n,n,0.162409179,0,0,0.672880002,0.831814,48
PMC3098999:10,10,PMC3098999,0,0,5.333678781,0.160749813,2,1.148698355,0,0,0,0,1,0.42600822,n,n,0.528466145,0.189945625,0,0.672880002,0.831814,48
PMC3098999:11,11,PMC3098999,7.4,0.061538462,5.396262975,0.162636015,48,2.168943542,0,1,0,0,0,0.794176,p,p,0.529525913,0.672880002,0.443579874,0.672880002,0.831814,48
PMC3102810:1,1,PMC3102810,0,0,2.902973652,0.087491671,9,1.551845574,1,0,0,0,0,0.5989962,n,n,0.487305844,0.398107657,0,0.633415003,0.82907146,38
PMC3102810:2,2,PMC3102810,4.15,0.034511435,-4.669527897,-1.180429981,0,0,0,0,0,1,0,0.16830996,n,n,0.359077026,0,0.341610339,0.633415003,0.82907146,38
PMC3102810:3,3,PMC3102810,69.36,0.576798337,7.78740144,0.234701671,4,1.319507911,0,0,1,0,0,0.29284507,n,n,0.570016213,0.278265311,0.88656813,0.633415003,0.82907146,38
PMC3102810:4,4,PMC3102810,0,0,7.8512946,0.236627324,38,2.069935054,0,0,1,0,0,0.82907146,p,p,0.571098147,0.633415003,0,0.633415003,0.82907146,38
PMC3102810:5,5,PMC3102810,11.35,0.094386694,-8.901461121,-1.343951357,3,1.24573094,0,0,1,0,0,0.3862179,n,n,0.287415662,0.239684693,0.523912521,0.633415003,0.82907146,38
PMC3102810:6,6,PMC3102810,4.15,0.034511435,-0.475677245,-1.01838011,25,1.903653939,0,0,0,0,1,0.61844206,n,n,0.43009352,0.563311725,0.341610339,0.633415003,0.82907146,38
PMC3102810:7,7,PMC3102810,0,0,-6.038756665,-1.233336811,4,1.319507911,0,1,0,0,0,0.21121444,n,n,0.335891216,0.278265311,0,0.633415003,0.82907146,38
PMC3102812:1,1,PMC3102812,0,0,0,0,1,1,1,0,0,0,0,0.46551332,n,n,0.438148392,0.119842346,0,0.189945625,0.665658,2
PMC3102812:2,2,PMC3102812,0,0,1.843748943,0.055568081,1,1,0,0,0,1,0,0.3854154,n,n,0.469369481,0.119842346,0,0.189945625,0.665658,2
PMC3102812:3,3,PMC3102812,106.41,0.884906445,9.168484076,0.27632562,2,1.148698355,0,0,1,0,0,0.665658,p,p,0.593402751,0.189945625,0.97473845,0.189945625,0.665658,2
PMC3102812:4,4,PMC3102812,0,0,2.041832011,0.061538035,0,0,0,0,0,0,1,0.07011313,n,n,0.472723717,0,0,0.189945625,0.665658,2
PMC3102812:5,5,PMC3102812,0,0,-4.120171674,-1.159202924,0,0,0,1,0,0,0,0.07701019,n,n,0.36837954,0,0,0.189945625,0.665658,2
PMC3102814:1,1,PMC3102814,21.4,0.177962578,5.506281862,0.165951834,17,1.762340348,1,0,0,0,0,0.37983677,p,p,0.531388916,0.499733596,0.648010676,0.499733596,0.81345457,17
PMC3102814:2,2,PMC3102814,0,0,3.120535714,0.094048695,4,1.319507911,0,0,0,1,0,0.25320628,n,n,0.490989927,0.278265311,0,0.499733596,0.81345457,17
PMC3102814:3,3,PMC3102814,10.34,0.085987526,8.676339355,0.261493049,9,1.551845574,0,0,0,0,1,0.81345457,n,n,0.585069027,0.398107657,0.506129622,0.499733596,0.81345457,17
PMC3102814:4,4,PMC3102814,7.4,0.061538462,4.890305901,0.147387158,4,1.319507911,0,1,0,0,0,0.2346669,n,n,0.520958298,0.278265311,0.443579874,0.499733596,0.81345457,17
PMC3102815:1,1,PMC3102815,0,0,-3.677773166,-1.1421087,1,1,1,0,0,0,0,0.6583033,n,n,0.375870887,0.119842346,0,0.456282347,0.6583033,13
PMC3102815:2,2,PMC3102815,0,0,-15.82390995,-1.611433924,4,1.319507911,0,0,0,1,0,0.07853777,n,n,0.1701945,0.278265311,0,0.456282347,0.6583033,13
PMC3102815:3,3,PMC3102815,3.25,0.027027027,12.89445573,0.38862133,8,1.515716567,0,0,1,0,0,0.36562493,n,n,0.656496424,0.37989125,0.301576251,0.456282347,0.6583033,13
PMC3102815:4,4,PMC3102815,0,0,5.695897451,0.17166659,9,1.551845574,0,0,1,0,0,0.51986533,n,n,0.534599768,0.398107657,0,0.456282347,0.6583033,13
PMC3102815:5,5,PMC3102815,11.29,0.093887734,18.19876209,0.548485898,13,1.670277652,0,0,0,0,1,0.59299797,p,p,0.746316799,0.456282347,0.522897455,0.456282347,0.6583033,13
PMC3102815:6,6,PMC3102815,0,0,-7.708674453,-1.297862228,13,1.670277652,0,1,0,0,0,0.4887961,n,n,0.307613693,0.456282347,0,0.456282347,0.6583033,13
PMC3111493:1,1,PMC3111493,0,0,6.715986275,0.202410677,5,1.379729661,1,0,0,0,0,0.3236293,p,p,0.551873424,0.309787971,0,0.309787971,0.3236293,5
PMC3111493:2,2,PMC3111493,0,0,0,0,0,0,0,0,0,1,0,0.13758239,n,n,0.438148392,0,0,0.309787971,0.3236293,5
PMC3111493:3,3,PMC3111493,3.25,0.027027027,-5.237030926,-1.202358227,0,0,0,0,0,0,1,0.22772154,n,n,0.349467224,0,0.301576251,0.309787971,0.3236293,5
PMC3111493:4,4,PMC3111493,15.6,0.12972973,4.207376192,0.126804587,0,0,0,1,0,0,0,0.06505119,n,n,0.50939392,0,0.585553955,0.309787971,0.3236293,5
PMC3113175:1,1,PMC3113175,0,0,10.01002783,0.301688602,10,1.584893192,1,0,0,0,0,0.7446648,p,p,0.607653017,0.414586402,0,0.414586402,0.7446648,10
PMC3113175:2,2,PMC3113175,0,0,0.007919968,0.000238697,0,0,0,0,0,1,0,0.39988443,n,n,0.438282505,0,0,0.414586402,0.7446648,10
PMC3113175:3,3,PMC3113175,0,0,-0.581236935,-1.022458923,1,1,0,1,0,0,0,0.2944225,n,n,0.428306027,0.119842346,0,0.414586402,0.7446648,10
PMC3113178:1,1,PMC3113178,96.76,0.804656965,6.40746427,0.193112244,2,1.148698355,1,0,0,0,0,0.5186494,p,p,0.546649072,0.189945625,0.95511764,0.278265311,0.5186494,4
PMC3113178:2,2,PMC3113178,0,0,2.575361736,0.077617894,0,0,0,0,0,1,0,0.2642259,n,n,0.481758233,0,0,0.278265311,0.5186494,4
PMC3113178:3,3,PMC3113178,0,0,-2.193263103,-1.084747415,1,1,0,0,0,1,0,0.3405878,n,n,0.401008811,0.119842346,0,0.278265311,0.5186494,4
PMC3113178:4,4,PMC3113178,11.35,0.094386694,4.536183716,0.136714398,0,0,0,0,0,1,0,0.11234129,n,n,0.514961777,0,0.523912521,0.278265311,0.5186494,4
PMC3113178:5,5,PMC3113178,0,0,0,0,0,0,0,0,0,1,0,0.1571957,n,n,0.438148392,0,0,0.278265311,0.5186494,4
PMC3113178:6,6,PMC3113178,0,0,-12.87553648,-1.497509138,1,1,0,0,0,0,1,0.14974324,n,n,0.220120729,0.119842346,0,0.278265311,0.5186494,4
PMC3113178:7,7,PMC3113178,0,0,0,0,0,0,0,0,0,0,1,0.17045985,n,n,0.438148392,0,0,0.278265311,0.5186494,4
PMC3113178:8,8,PMC3113178,0,0,-1.813374654,-1.070068572,0,0,0,0,0,0,1,0.16362259,n,n,0.407441645,0,0,0.278265311,0.5186494,4
PMC3113178:9,9,PMC3113178,83.99,0.698461538,4.39037057,0.132319788,1,1,0,1,0,0,0,0.35316494,n,n,0.512492652,0.119842346,0.925941705,0.278265311,0.5186494,4
PMC3113178:10,10,PMC3113178,0,0,2.165544181,0.065266552,4,1.319507911,0,1,0,0,0,0.3496821,n,n,0.474818595,0.278265311,0,0.278265311,0.5186494,4
PMC3113179:1,1,PMC3113179,3.25,0.027027027,-3.639484979,-1.14062925,4,1.319507911,1,0,0,0,0,0.5886664,n,n,0.376519239,0.278265311,0.301576251,0.309787971,0.5886664,5
PMC3113179:2,2,PMC3113179,3.25,0.027027027,8.118028171,0.24466631,0,0,0,0,0,1,0,0.13806298,n,n,0.575614875,0,0.301576251,0.309787971,0.5886664,5
PMC3113179:3,3,PMC3113179,11.27,0.093721414,27.0451882,0.81510513,5,1.379729661,0,0,0,0,1,0.55600244,p,p,0.896117595,0.309787971,0.522557998,0.309787971,0.5886664,5
PMC3113179:4,4,PMC3113179,0,0,0,0,0,0,0,1,0,0,0,0.02891712,n,n,0.438148392,0,0,0.309787971,0.5886664,5
PMC3113209:1,1,PMC3113209,43.77,0.363991684,8.113774276,0.244538104,30,1.974350486,1,0,0,0,0,0.6353247,p,p,0.575542841,0.59372251,0.792341295,0.614705312,0.71089876,34
PMC3113209:2,2,PMC3113209,0,0,7.713337716,0.232469491,0,0,0,0,0,1,0,0.26561484,n,n,0.568762056,0,0,0.614705312,0.71089876,34
PMC3113209:3,3,PMC3113209,0,0,-0.718575991,-1.027765687,4,1.319507911,0,0,0,1,0,0.30344597,n,n,0.425980399,0.278265311,0,0.614705312,0.71089876,34
PMC3113209:4,4,PMC3113209,0,0,-0.595727315,-1.02301883,4,1.319507911,0,0,0,1,0,0.26439455,n,n,0.428060654,0.278265311,0,0.614705312,0.71089876,34
PMC3113209:5,5,PMC3113209,0,0,5.524503968,0.166501024,4,1.319507911,0,0,0,1,0,0.4567565,n,n,0.53169748,0.278265311,0,0.614705312,0.71089876,34
PMC3113209:6,6,PMC3113209,0,0,-2.884120172,-1.111442047,2,1.148698355,0,0,0,1,0,0.45699742,n,n,0.389310195,0.189945625,0,0.614705312,0.71089876,34
PMC3113209:7,7,PMC3113209,0,0,6.916911665,0.208466295,34,2.024397458,0,0,0,0,1,0.71089876,p,a,0.55527579,0.614705312,0,0.614705312,0.71089876,34
PMC3113209:8,8,PMC3113209,0,0,0,0,21,1.838416287,0,1,0,0,0,0.6007613,n,n,0.438148392,0.534428748,0,0.614705312,0.71089876,34
PMC3113209:9,9,PMC3113209,6.19,0.051476091,10.72385454,0.323202367,16,1.741101127,0,1,0,0,0,0.50600576,p,a,0.619740588,0.489851137,0.411161105,0.614705312,0.71089876,34
PMC3113212:1,1,PMC3113212,0,0,-8.858369099,-1.342286287,0,0,1,0,0,0,0,0.15679593,n,n,0.28814536,0,0,0.309787971,0.598285,5
PMC3113212:2,2,PMC3113212,0,0,-1.568715909,-1.060614989,0,0,1,0,0,0,0,0.09488302,n,n,0.41158457,0,0,0.309787971,0.598285,5
